Gene1	Gene2
MED30	MED9
MED30	MTA2
MED30	OBFC1
MED30	PBX3
MED30	PCBD2
MED30	POLR2A
MED30	POLR2F
MED30	SS18L1
MED30	TADA2A
MED30	ZC3H13
MED31	MED7
MED31	MED9
MED31	MOBKL3
MED31	NFATC2
MED31	ORAI2
MED31	PAFAH1B3
MED31	PFDN1
MED31	PMF1
MED31	PQBP1
MED31	PRMT1
MED31	PSMD11
MED31	QKI
MED31	RBM23
MED31	RFC5
MED31	RPA2
MED31	SAT1
MED31	SELENBP1
MED31	SERPINB9
MED31	TADA2A
MED31	TGIF1
MED31	TINAGL1
MED31	UBE2B
MED31	ZBTB45
MED31	ZSCAN1
MED4	MED9
MED4	OBFC1
MED4	PCBD2
MED4	PRKCI
MED4	QKI
MED4	RPAP2
MED4	TADA2A
MED4	TNFAIP8
MED4	TRIP4
MED4	VDR
MED4	ZC3H13
MED6	MED9
MED6	OBFC1
MED6	PARP1
MED6	RARA
MED6	SMAD1
MED6	SMAD2
MED6	SMAD3
MED6	SREBF1
MED6	TADA2A
MED6	THRA
MED6	VDR
MED6	ZC3H13
MED7	MED9
MED7	PARP1
MED7	PCBD2
MED7	PML
MED7	RBM9
MED7	RELA
MED7	RHOXF2
MED7	SREBF1
MED7	TRIM15
MED7	TRIM29
MED7	UBAC1
MED7	VDR
MED7	ZSCAN1
MED8	MED9
MED8	OBFC1
MED8	PEX14
MED8	PHYHIP
MED8	TADA2A
MED8	THOC7
MED8	TRIP4
MED8	ZC3H13
MED9	OBFC1
MED9	POLR2A
MED9	POLR2B
MED9	POLR2C
MED9	POLR2D
MED9	POLR2E
MED9	POLR2F
MED9	POLR2G
MED9	POLR2J
MED9	ZC3H13
MEF2A	MEF2C
MEF2A	MEF2D
MEF2A	MYOG
MEF2A	NEAT1
MEF2A	NEK6
MEF2A	NFKBIZ
MEF2A	NFX1
MEF2A	NPR2
MEF2A	PCM1
MEF2A	POLDIP3
MEF2A	PPP1R15A
MEF2A	PTP4A2
MEF2A	PTPN6
MEF2A	PTPRC
MEF2A	RABGAP1L
MEF2A	RAPGEF6
MEF2A	RFTN1
MEF2A	RNU11
MEF2A	RNU12
MEF2A	ROCK1P1
MEF2A	S100PBP
MEF2A	SH3BP2
MEF2A	SLC2A5
MEF2A	SMAD2
MEF2A	SMAD4
MEF2A	SNHG3
MEF2A	SNHG3-RCC1
MEF2A	STK16
MEF2A	STX5
MEF2A	TBK1
MEF2A	THRA
MEF2A	TIFA
MEF2A	TMSB4X
MEF2A	TMSL3
MEF2A	TNFRSF13B
MEF2A	TNFRSF17
MEF2A	TRAF1
MEF2A	TTK
MEF2A	UBC
MEF2A	UTP3
MEF2A	VGLL4
MEF2A	WDR74
MEF2A	YARS
MEF2A	ZBED5
MEF2A	ZFP36L1
MEF2A	ZPBP2
MEF2B	MGC16169
MEF2B	TBK1
MEF2B	TTK
MEF2C	MYOD1
MEF2C	MYOG
MEF2C	NCOA2
MEF2C	NEAT1
MEF2C	NFX1
MEF2C	PMF1
MEF2C	PTPN6
MEF2C	RFTN1
MEF2C	RNU11
MEF2C	ROCK1P1
MEF2C	SH3BP2
MEF2C	SIRT1
MEF2C	SMAD2
MEF2C	SMAD3
MEF2C	SOX18
MEF2C	SP1
MEF2C	SPTBN1
MEF2C	STX5
MEF2C	TEAD1
MEF2C	TIFA
MEF2C	TNFRSF17
MEF2C	TWIST2
MEF2C	WDR74
MEF2C	YWHAZ
MEF2C	ZBED5
MEF2C	ZNF263
MEF2C	ZPBP2
MEF2D	MEN1
MEF2D	MLL2
MEF2D	NFATC2
MEF2D	PRKACA
MEF2D	PRMT5
MEF2D	RBBP5
MEF2D	SENP3
MEF2D	SNCA
MEF2D	SP1
MEF2D	STK16
MEF2D	SUMO1
MEF2D	SUMO2
MEF2D	TCF12
MEF2D	YWHAQ
MEFV	PYCARD
MEG3	TCF4
MEGF8	NRF1
MEGF8	SP2
MEGF8	SRF
MEGF9	USF1
MEIG1	POLR2J
MEIS1	PBX1
MEIS1	TAF1
MEIS1	TCF12
MEIS1	TLX2
MEIS2	MOS
MEIS2	NEK10
MEIS2	NEK8
MEIS2	NPR2
MEIS2	NTRK3
MEIS2	PBX1
MEIS2	PRKAA2
MEIS2	PRKCZ
MEIS2	PTK2B
MEIS2	REST
MEIS2	RPS6KA2
MEIS2	RPS6KA6
MEIS2	RPS6KB1
MEIS2	SCYL2
MEIS2	SCYL3
MEIS2	STK19
MEIS2	TBK1
MEIS2	TCF12
MEIS2	TRIM25
MEIS2	TYK2
MEIS2	TYRO3
MEIS2	YES1
MEIS2	ZNHIT3
MEIS3	RPS6KB1
MEIS3	SCYL3
MEIS3	STK11
MEIS3	TBK1
MEIS3	TTK
MELK	ZNF622
MEN1	MLL
MEN1	MLLT4
MEN1	MYB
MEN1	MYC
MEN1	NFKB1
MEN1	NFKB2
MEN1	PAK1
MEN1	POLR2A
MEN1	PSIP1
MEN1	RBBP5
MEN1	RELA
MEN1	RPA2
MEN1	RPRM
MEN1	SIN3A
MEN1	SMAD3
MEN1	SNW1
MEN1	STUB1
MEN1	TCF3
MEN1	TCF4
MEN1	TP53
MEN1	UBC
MEN1	VIM
MEN1	WDR5
MEN1	WT1
MEN1	ZNF143
MEOX1	NEK3
MEOX1	NEK6
MEOX1	NPR2
MEOX1	PAK4
MEOX1	PAX1
MEOX1	PAX3
MEOX1	PDPK1
MEOX1	PRKACB
MEOX1	PRKCI
MEOX1	PRKY
MEOX1	PTK2B
MEOX1	RPS6KA2
MEOX1	RPS6KB1
MEOX1	SGK3
MEOX1	STK17A
MEOX1	SYK
MEOX1	TNNI3K
MEOX1	TTK
MEOX1	TYK2
MEOX1	YES1
MEOX2	PAX1
MEOX2	PAX3
MEOX2	RND2
MEOX2	SAMM50
MEOX2	TULP2
MEOX2	VIP
MEP1A	NPY
MEP1A	NTS
MEP1A	PTH
MEP1A	SRRM2
MEP1A	VIP
MEP1B	PYY
MEPCE	METT10D
MEPCE	MOBKL1B
MEPCE	NHP2L1
MEPCE	NOP56
MEPCE	PARP1
MEPCE	PCBP2
MEPCE	PHGDH
MEPCE	POU2F2
MEPCE	PPIH
MEPCE	PRPF3
MEPCE	PRPF31
MEPCE	PRPF4
MEPCE	PRPF6
MEPCE	PRPF8
MEPCE	PURA
MEPCE	RANGAP1
MEPCE	RBMX
MEPCE	RFC3
MEPCE	RFC4
MEPCE	RFC5
MEPCE	RN7SK
MEPCE	RPAP1
MEPCE	RPL38
MEPCE	RPLP0
MEPCE	RPS14
MEPCE	RPS2
MEPCE	RPS3
MEPCE	RPS4X
MEPCE	RPS9
MEPCE	RQCD1
MEPCE	RUVBL1
MEPCE	RUVBL2
MEPCE	SAP30BP
MEPCE	SART1
MEPCE	SART3
MEPCE	SET
MEPCE	SF3B2
MEPCE	SNRNP200
MEPCE	SNRNP27
MEPCE	SNRPA1
MEPCE	SNRPB
MEPCE	SNRPD2
MEPCE	SNRPD2P1
MEPCE	SNRPD3
MEPCE	SNRPEL1
MEPCE	SNRPF
MEPCE	SNRPG
MEPCE	SNRPN
MEPCE	SRP68
MEPCE	SRP72
MEPCE	SRSF3
MEPCE	SYNCRIP
MEPCE	TBC1D15
MEPCE	THOC4
MEPCE	TRIM26
MEPCE	TRIM28
MEPCE	TRIP12
MEPCE	TRIP13
MEPCE	TUBA8
MEPCE	TUT1
MEPCE	U2AF1
MEPCE	UBE2M
MEPCE	UBE2NL
MEPCE	UBE2S
MEPCE	USP15
MEPCE	USP39
MEPCE	USP4
MEPCE	XPO1
MEPCE	YBX1
MEPCE	YRDC
MEPCE	YTHDF2
MEPCE	YWHAZ
MEPCE	ZBTB7A
MEPCE	ZFR
MEST	SMYD3
METAP1	RAD21
METAP2	TAF1
MET	MTA1
MET	NFATC4
MET	NOC2L
MET	OLIG3
MET	OTUD7B
MET	RANBP10
MET	RANBP9
MET	RBM17
MET	SH3KBP1
MET	SHC1
MET	SOS1
MET	SOX10
MET	SRC
MET	STAT3
METT10D	ZBTB33
METT11D1	NR2C2
METT11D1	THAP1
METTL10	SP2
METTL11A	RCC1
METTL11B	NANOG
METTL12	TBP
METTL13	MYC
METTL1	MYC
METTL1	WDR4
METTL2B	UGT1A1
METTL2B	UGT1A10
METTL2B	UGT1A4
METTL2B	UGT1A5
METTL2B	UGT1A7
METTL2B	UGT1A8
METTL2B	UGT1A9
METTL2B	UGT2A1
METTL2B	UGT2A3
METTL2B	UGT2B10
METTL2B	UGT2B15
METTL2B	UGT2B17
METTL2B	UGT2B28
METTL2B	UGT2B4
METTL2B	UGT2B7
METTL3	NEK10
METTL3	NEK2
METTL3	NEK3
METTL3	NEK6
METTL3	NPR2
METTL3	NR3C1
METTL3	PIM2
METTL3	PRKACA
METTL3	PRKCA
METTL3	PTK2B
METTL3	RPS6KA4
METTL3	RPS6KB1
METTL3	SCYL2
METTL3	SNF1LK
METTL3	STK16
METTL3	TAF1
METTL3	TBK1
METTL3	THAP1
METTL3	TNNI3K
METTL3	TTK
METTL3	YES1
METTL3	YY1
METTL4	YY1
METTL5	RAD21
METTL6	UGT1A1
METTL6	UGT1A10
METTL6	UGT1A4
METTL6	UGT1A5
METTL6	UGT1A7
METTL6	UGT1A8
METTL6	UGT1A9
METTL6	UGT2A1
METTL6	UGT2A3
METTL6	UGT2B10
METTL6	UGT2B15
METTL6	UGT2B17
METTL6	UGT2B28
METTL6	UGT2B4
METTL6	UGT2B7
METTL7A	MME
METTL7A	PAX5
METTL7A	SPI1
METTL7A	SREBF2
METTL7B	STAT3
METTL9	TAF1
MET	UBC
MET	UBE2L3
MET	UHMK1
MEX3B	RAP1GAP
MEX3B	UBE2D3
MEX3B	ZNF263
MFAP1	YWHAG
MFAP3	NR2C2
MFGE8	PDGFRB
MFN1	NEK6
MFN1	PARK2
MFN1	THAP1
MFN1	YY1
MFN2	PARK2
MFN2	PRKACB
MFN2	RGAG4
MFN2	SRF
MFNG	NOTCH2
MFNG	POFUT1
MFRP	UBC
MFSD11	TAF1
MFSD11	ZNF263
MFSD1	NFE2
MFSD1	USF1
MFSD1	USF2
MFSD2A	NR3C1
MFSD2B	TAL1
MFSD3	MYC
MFSD3	NR3C1
MFSD3	ZEB1
MGAT2	PBX3
MGAT5B	RAD21
MGAT5B	TFAP2A
MGAT5B	TFAP2C
MGC10334	MGC42105
MGC10334	NEK10
MGC10334	NPR2
MGC10334	NUP62
MGC10334	PRKAG1
MGC10334	PRKCD
MGC10334	PTK2B
MGC10334	PTK6
MGC10334	RIOK1
MGC10334	SRPK2
MGC10334	STK16
MGC10334	TBK1
MGC10334	TNK2
MGC10334	TNNI3K
MGC10334	TTK
MGC10334	TTN
MGC10433	SRPK2
MGC10433	STK16
MGC10433	TTK
MGC11102	PRKX
MGC11102	STK17A
MGC11102	TTK
MGC11102	YES1
MGC12982	SUZ12
MGC16169	MTA1
MGC16169	NCL
MGC16169	NOC2L
MGC16169	OLIG3
MGC16169	OTUD7B
MGC16169	PINX1
MGC16169	POLK
MGC16169	POLR3D
MGC16169	PRKACA
MGC16169	RAG2
MGC16169	RBM17
MGC16169	SFMBT1
MGC16169	SOX10
MGC16169	TAF1A
MGC16169	ZNF655
MGC16703	MXI1
MGC16703	REST
MGC16703	SETDB1
MGC16703	SIN3A
MGC16703	SMC3
MGC16703	SP1
MGC16703	SRF
MGC16703	STAT1
MGC16703	XRCC4
MGC16703	ZBTB7A
MGC16703	ZNF263
MGC21881	REST
MGC23284	NFYA
MGC23284	NFYB
MGC23284	SP1
MGC23284	SREBF1
MGC23284	SREBF2
MGC23284	TAF1
MGC23284	THAP1
MGC24103	YES1
MGC27016	NEK10
MGC27016	NEK8
MGC27016	NPR2
MGC27016	PAK1
MGC27016	PAK4
MGC27016	PAK6
MGC27016	PBK
MGC27016	PCTK3
MGC27016	PFTK2
MGC27016	PRKAA2
MGC27016	PRKACB
MGC27016	PRKACG
MGC27016	PRKCI
MGC27016	PTK2B
MGC27016	RAGE
MGC27016	RET
MGC27016	RPS6KA1
MGC27016	RPS6KB1
MGC27016	RPS6KL1
MGC27016	SNF1LK2
MGC27016	STK10
MGC27016	STK16
MGC27016	STK32B
MGC27016	STK4
MGC27016	SYK
MGC27016	TBK1
MGC27016	TRIB3
MGC27016	TSSK6
MGC27016	TTK
MGC27016	WIF1
MGC29506	TCF12
MGC33407	STK11
MGC35308	PCTK3
MGC42105	MTA1
MGC42105	NAP1L1
MGC42105	NASP
MGC42105	NCBP2
MGC42105	NMRAL1
MGC42105	NOC2L
MGC42105	NUP133
MGC42105	ODC1
MGC42105	OLIG3
MGC42105	PKNOX1
MGC42105	PLG
MGC42105	POLR1C
MGC42105	POP7
MGC42105	PPARBP
MGC42105	PPIE
MGC42105	PQBP1
MGC42105	PRDM10
MGC42105	PRKACA
MGC42105	PRKAR1A
MGC42105	PRKCD
MGC42105	PSMA6
MGC42105	PSPC1
MGC42105	RAB5B
MGC42105	RBBP5
MGC42105	RBM12
MGC42105	RBM17
MGC42105	RCOR3
MGC42105	RECQL
MGC42105	RIPK3
MGC42105	RNF141
MGC42105	RPS6KA2
MGC42105	RUVBL1
MGC42105	RUVBL2
MGC42105	RXRG
MGC42105	SAFB2
MGC42105	SF3B4
MGC42105	SFMBT1
MGC42105	SFRS4
MGC42105	SMARCC2
MGC42105	SMPX
MGC42105	SNUPN
MGC42105	SRA1
MGC42105	SRXN1
MGC42105	STIP1
MGC42105	STUB1
MGC42105	TCEAL6
MGC42105	TERF2IP
MGC42105	TGFB1I1
MGC42105	TMSL3
MGC42105	TRIM28
MGC42105	TSC22D3
MGC42105	TTF2
MGC42105	UBB
MGC42105	UROS
MGC42105	XRCC4
MGC42105	ZC3H7A
MGC42105	ZHX1
MGC42105	ZMYM3
MGC42105	ZNF238
MGC42105	ZYX
MGC72080	NR2C2
MGEA5	NRF1
MGEA5	OGT
MGEA5	SIN3A
MGEA5	TAF1
MGLL	PNLIP
MGLL	PNLIPRP1
MGLL	PNPLA3
MGMT	MSH2
MGMT	MYO7A
MGMT	NCL
MGMT	ORC1L
MGMT	PABPC3
MGMT	PCNA
MGMT	PHB
MGMT	PKM2
MGMT	POLD1
MGMT	PRKACA
MGMT	PRKCA
MGMT	PRKCH
MGMT	PRKDC
MGMT	PRPF4
MGMT	PSMD9
MGMT	PSME2
MGMT	PTPN4
MGMT	RNF8
MGMT	RPLP1
MGMT	RPS15A
MGMT	SET
MGMT	SLC25A4
MGMT	SLC25A6
MGMT	SMC1A
MGMT	SRP9
MGMT	SSRP1
MGMT	STK3
MGMT	TOP1
MGMT	TTPA
MGMT	TUBA1C
MGMT	TUBB2C
MGMT	UBB
MGMT	UBC
MGMT	USP19
MGMT	VIM
MGMT	WNT9B
MGMT	XRCC6
MGMT	YWHAZ
MGRN1	SIX5
MGRN1	SRF
MGRN1	TSG101
MGRN1	UBE2D1
MGRN1	UBE2D2
MGRN1	UBE2D3
MGRN1	UBE2D4
MGRN1	UBE2E1
MGRN1	UBE2G2
MGRN1	UBE2I
MGRN1	UBE2J2
MGRN1	UBE2T
MGRN1	UBE2W
MGRN1	ZNF143
MGST1	MGST2
MGST1	MGST3
MGST1	TXNDC12
MGST1	TYK2
MGST2	MGST3
MGST2	TCF4
MGST2	TXNDC12
MGST3	TXNDC12
MIA2	RAD21
MIA2	ZNF274
MIA	RFX5
MIB1	RYK
MIB1	UBC
MIB1	UBE2D1
MIB1	UBE2D2
MIB1	UBE2D3
MIB1	UBE2D4
MIB1	UBE2N
MIB1	UBE2U
MIB1	UBE2W
MIB2	UBC
MIB2	UBE2U
MICAL1	NEDD9
MICAL1	PAX5
MICAL1	RAB1A
MICAL1	SRC
MICAL1	VIM
MICALCL	RAD21
MICALL1	PACSIN1
MICALL1	PACSIN2
MICALL1	PACSIN3
MICALL1	YWHAB
MICALL1	YWHAG
MICA	SREBF1
MID1IP1	MYC
MID1IP1	SUFU
MID1	MID2
MID1	PPP2CA
MID1	PPP2R1A
MID1	UBE2D1
MID1	UBE2D2
MID1	UBE2D3
MID1	UBE2D4
MID1	UBE2E1
MID1	UBE2E2
MID1	UBE2E3
MID1	UBE2K
MID1	UBE2L3
MID1	UBE2N
MID1	UBE2V1
MID1	UBE2W
MID2	TRIM29
MID2	TRIM32
MID2	UBE2D4
MID2	UBE2N
MID2	UBE2U
MIDN	RXRA
MIDN	SMARCB1
MIDN	TFAP2A
MIDN	TFAP2C
MIDN	ZBTB7A
MIER1	PAX5
MIER2	PAX5
MIER2	WIF1
MIF	TAT
MIIP	NFYB
MIIP	STAT3
MINA	MYBBP1A
MINK1	NCK1
MINK1	NRF1
MINPP1	PLCB1
MINPP1	PLCB2
MINPP1	PLCB3
MINPP1	PLCB4
MINPP1	PLCD3
MINPP1	PLCD4
MINPP1	PLCE1
MINPP1	PLCG1
MINPP1	PLCG2
MINPP1	PLCZ1
MINPP1	UBC
MIOS	RAE1
MIPEP	USF1
MIS12	NDC80
MIS12	NSL1
MIS12	NUF2
MIS12	PIGR
MIS12	PMF1
MIS12	SERPINA1
MIS12	SPC24
MIS12	SPC25
MIS12	TF
MIS12	ZWINT
MITD1	NFKB1
MITD1	STAT1
MITD1	USF1
MITF	NEK10
MITF	NPR2
MITF	PAK4
MITF	PATZ1
MITF	PAX6
MITF	PIAS1
MITF	PIAS2
MITF	PIAS3
MITF	PTK2
MITF	RPS6KA2
MITF	RPS6KA6
MITF	SCYL2
MITF	SPI1
MITF	SRPK2
MITF	STK17A
MITF	SUMO1
MITF	TFE3
MITF	TFEC
MITF	TRIB3
MITF	TSSK6
MITF	TTK
MITF	UBE2I
MITF	YES1
MITF	ZNF143
MKI67	SUMO2
MKI67	TOP1
MKI67	UBC
MKKS	NR3C1
MKKS	PTN
MKKS	STK16
MKKS	TGIF1
MKKS	YY1
MKL1	MKL2
MKL1	MYOCD
MKL1	PBX3
MKL1	SMARCA4
MKL1	SRF
MKL1	SSRP1
MKL1	SUPT16H
MKL1	TCF4
MKL2	SRF
MKLN1	MYC
MKLN1	RANBP9
MKLN1	RNPS1
MKLN1	SETDB1
MKLN1	TRIM28
MKNK1	MLX
MKNK1	MRPL18
MKNK1	MTA1
MKNK1	NDUFB4
MKNK1	NFATC4
MKNK1	NOL7
MKNK1	NRF1
MKNK1	OTUD7B
MKNK1	PGM1
MKNK1	PINX1
MKNK1	PLG
MKNK1	PLK1
MKNK1	PRKDC
MKNK1	RAG2
MKNK1	SFMBT1
MKNK1	SOX10
MKNK1	TFAP2A
MKNK1	TFAP2C
MKNK1	UHMK1
MKNK1	ZCCHC8
MKNK2	MTA1
MKNK2	MYF6
MKNK2	NCL
MKNK2	NFATC4
MKNK2	NFKB1
MKNK2	NRF1
MKNK2	NUP133
MKNK2	PIM2
MKNK2	PLCD4
MKNK2	PPP1R13L
MKNK2	PPP2R5D
MKNK2	RPL7A
MKNK2	SUCLG1
MKNK2	TRIM31
MKNK2	UBE2L3
MKNK2	WDR45L
MKNK2	XRCC4
MKNK2	ZBTB7A
MKNK2	ZNF263
MKNK2	ZYX
MKRN1	TERT
MKRN2	UBE2K
MKRN3	TSG101
MKRN3	UBE2D1
MKRN3	UBE2D2
MKRN3	UBE2D3
MKRN3	UBE2D4
MKRN3	UBE2E1
MKRN3	UBE2E2
MKRN3	UBE2E3
MKRN3	UBE2H
MKRN3	UBE2I
MKRN3	UBE2K
MKRN3	UBE2L3
MKRN3	UBE2N
MKRN3	UBE2U
MKRN3	UBE2V1
MKRN3	UBE2V2
MKRN3	UBE2W
MKS1	PAX5
MKX	SIN3A
MKX	TBP
MLANA	NEDD4
MLANA	UBC
MLC1	MYLK
MLEC	SPI1
MLF1IP	NR3C1
MLF1IP	NRF1
MLF1IP	SART3
MLF1IP	SP1
MLF2	MMS19
MLF2	PMVK
MLF2	PRKAA2
MLF2	PRKACA
MLF2	PRKCQ
MLF2	RAD21
MLF2	RGS20
MLF2	RPS6KA2
MLF2	STK17A
MLF2	TNNI3K
MLF2	TTK
MLF2	UBC
MLF2	YES1
MLH1	MLH3
MLH1	MRE11A
MLH1	MSH2
MLH1	MSH3
MLH1	MSH4
MLH1	MSH6
MLH1	MTMR15
MLH1	MYC
MLH1	NBN
MLH1	NFYA
MLH1	NFYB
MLH1	PIK3C2A
MLH1	PMS1
MLH1	PMS2
MLH1	PPP2R1A
MLH1	PPP2R2A
MLH1	PPP2R2B
MLH1	PPP2R2D
MLH1	PPP3CB
MLH1	PPP3CC
MLH1	PRKDC
MLH1	PSD3
MLH1	PYGB
MLH1	RAD50
MLH1	RFC1
MLH1	RUVBL1
MLH1	RUVBL2
MLH1	SMC1A
MLH1	TRIM29
MLH1	UBAP2L
MLH1	UBC
MLH1	UBOX5
MLH1	WDR61
MLH1	XRN1
MLH1	YLPM1
MLH1	YY1
MLH1	ZC3H11A
MLH3	MSH4
MLH3	MTMR15
MLH3	NRF1
MLKL	MLX
MLKL	MTA1
MLKL	NOL7
MLKL	NUP133
MLKL	OTUD7B
MLKL	PGM1
MLKL	PINX1
MLKL	PITPNA
MLKL	RAG2
MLKL	RPS6KA2
MLKL	SOX10
MLKL	ZCCHC8
MLKL	ZYX
MLL2	PAXIP1
MLL2	POLR2A
MLL2	PYGO2
MLL2	RBBP5
MLL2	SRRM1
MLL2	UBC
MLL2	WDR5
MLL2	WDR82
MLL3	NCOA6
MLL3	PAXIP1
MLL3	RBBP5
MLL3	SMARCB1
MLL3	WDR82
MLL3	ZBTB7A
MLL4	NCOA6
MLL4	PAXIP1
MLL4	RBBP5
MLL4	SIX5
MLL4	SMARCB1
MLL4	WDR82
MLL4	ZNF263
MLL5	SMARCA4
MLL5	SMARCB1
MLL5	TAF1
MLL5	TCF12
MLL5	THAP1
MLL5	TP53
MLL5	YY1
MLL	MLLT3
MLL	MLLT4
MLL	MTM1
MLL	MYB
MLL	MYST1
MLL	MYST3
MLL	OXT
MLL	PAF1
MLL	POLR2A
MLL	PPIE
MLL	PPP1R15A
MLL	PSIP1
MLL	RBBP5
MLL	RNF2
MLL	SAMHD1
MLL	SBF1
MLL	SET
MLL	SKP2
MLL	SMARCB1
MLL	SNW1
MLLT10	MLLT3
MLLT10	MYC
MLLT10	SMARCB1
MLLT10	SS18
MLLT10	YEATS4
MLLT1	MLLT10
MLLT1	MLLT3
MLLT1	MLLT6
MLLT1	PBX3
MLLT1	RFX5
MLLT1	RFXAP
MLLT1	SIRT1
MLLT1	STK38
MLLT1	WDR5
MLLT3	NIPBL
MLLT3	PCGF1
MLLT3	PTN
MLLT3	RAD21
MLLT3	RNF2
MLLT3	SGK1
MLLT3	SIRT1
MLLT4	NRAS
MLLT4	NRXN1
MLLT4	NRXN2
MLLT4	NRXN3
MLLT4	PACRG
MLLT4	PFN1
MLLT4	PRKCI
MLLT4	PVRL1
MLLT4	PVRL2
MLLT4	PVRL3
MLLT4	RAP1A
MLLT4	RAP1GAP
MLLT4	RIN1
MLLT4	RIT1
MLLT4	RRAS2
MLLT4	SORBS1
MLLT4	SORBS2
MLLT4	SSX2IP
MLLT4	TJP1
MLLT4	USP9X
MLLT4	YWHAB
MLLT4	YWHAG
MLLT4	YWHAQ
MLLT6	TCF4
MLL	TP53
MLL	WDR5
MLL	WDR61
MLPH	MYO5A
MLPH	RAB10
MLPH	RAB27A
MLPH	RAB27B
MLPH	RPH3A
MLST8	MTOR
MLST8	NR2C2
MLST8	NRF1
MLST8	PRR5
MLST8	RICTOR
MLST8	RPTOR
MLST8	SRF
MLSTD2	PAK4
MLXIP	YWHAB
MLX	MLXIP
MLX	MLXIPL
MLX	MNT
MLX	MOS
MLX	MXD1
MLX	MXD4
MLX	MYLK2
MLX	MYO3A
MLX	NEK6
MLX	NEK7
MLX	NEK8
MLX	NEK9
MLX	NPR2
MLX	NRBP1
MLX	NRP1
MLX	NRP2
MLX	NTRK3
MLX	NUP62
MLX	PACRG
MLX	PACSIN1
MLX	PAK1
MLX	PAK2
MLX	PAK4
MLX	PBK
MLX	PCTK3
MLX	PDGFRL
MLX	PDK2
MLX	PDPK1
MLX	PFTK1
MLX	PFTK2
MLX	PIK3C3
MLX	PIK3R4
MLX	PINK1
MLX	PKN1
MLX	PKN3
MLX	PLK1
MLX	PLK2
MLX	PLK3
MLX	PRKAA1
MLX	PRKAA2
MLX	PRKACB
MLX	PRKACG
MLX	PRKAG1
MLX	PRKCB1
MLX	PRKCG
MLX	PRKCI
MLX	PRKG1
MLX	PRKX
MLX	PRKY
MLX	PRPF4B
MLX	PSKH1
MLX	PTK2
MLX	PTK6
MLX	RAGE
MLX	RET
MLX	RIOK1
MLX	RIOK2
MLX	RIOK3
MLX	RIPK2
MLX	RPS6KA2
MLX	RPS6KA5
MLX	RPS6KL1
MLX	SCYL2
MLX	SNF1LK
MLX	SRPK1
MLX	STK10
MLX	STK16
MLX	STK17A
MLX	STK19
MLX	STK31
MLX	STK32A
MLX	STK33
MLX	STK36
MLX	STK38L
MLX	STK4
MLX	STK40
MLX	STYK1
MLX	SYK
MLX	TBK1
MLX	TNK2
MLX	TNNI3K
MLX	TRIB3
MLX	TRIM27
MLX	TSSK3
MLX	TSSK6
MLX	TTK
MLX	TTN
MLX	TYK2
MLX	TYRO3
MLX	UHMK1
MLX	USF1
MLX	VRK3
MLX	WEE1
MLX	WIF1
MLX	WNT2
MLX	XRCC6BP1
MLX	ZAP70
MLX	ZBTB33
MMAB	SP1
MMAB	SREBF1
MMAB	SREBF2
MMACHC	SIX5
MMACHC	ZNF143
MMADHC	TAF1
MME	MRPL44
MME	MRPS25
MME	MRVI1
MME	MTDH
MME	MTHFD1
MME	MYH9
MME	NDUFA10
MME	NDUFA9
MME	NDUFB4
MME	NNT
MME	NOLC1
MME	NUCKS1
MME	OPA1
MME	PCNA
MME	PDIA5
MME	POTEI
MME	RAP2B
MME	RBM39
MME	RGPD6
MME	RPL30
MME	RPS10
MME	RPS23
MME	RUVBL1
MME	RUVBL2
MME	SDF4
MME	SLC16A1
MME	SLC9A3R1
MME	SRSF11
MME	SSR4
MME	TM9SF1
MME	TNPO1
MME	TUBB8
MME	UBAC2
MME	UTRN
MME	VDAC2
MME	XRCC5
MME	ZMPSTE24
MMP14	SPOCK3
MMP14	TIMP2
MMP16	RAD21
MMP1	TIMP1
MMP24	REST
MMP28	RAD21
MMP2	OSBPL10
MMP2	PZP
MMP2	TGFB1
MMP2	THBS1
MMP2	THBS2
MMP2	TIMP2
MMP2	TIMP3
MMP2	TIMP4
MMP2	USP12
MMP3	SPOCK3
MMP3	TIMP1
MMP8	UBC
MMP9	TGFB1
MMP9	THBS1
MMP9	THBS2
MMS19	MYC
MMS19	PHB2
MMS19	PHLDA3
MMS19	PMS1
MMS19	PMS2
MMS19	PTP4A3
MMS19	USF1
MNAT1	MTA1
MNAT1	POU2F1
MNAT1	POU2F2
MNAT1	POU5F1
MNAT1	RB1
MNAT1	TNNI3K
MNAT1	TP53
MND1	RAD21
MNDA	SPI1
MNT	MYC
MNT	SIN3A
MNT	SP1
MNT	TCF4
MNX1	SUZ12
MNX1	TCF12
MOAP1	TRIM39
MOAP1	UBC
MOBKL1A	TAL1
MOBKL1B	NUP98
MOBKL1B	PAX5
MOBKL1B	S100A8
MOBKL1B	STK38L
MOBKL1B	TRIP6
MOBKL1B	TSSC1
MOBKL2A	PAX5
MOBKL2B	NT5C2
MOBKL2C	SRF
MOBKL3	MST4
MOBKL3	MYL6
MOBKL3	PAICS
MOBKL3	PDCD10
MOBKL3	PLEKHM1
MOBKL3	PPP2CA
MOBKL3	PPP2CB
MOBKL3	PPP2R1A
MOBKL3	PPP2R1B
MOBKL3	PTPRS
MOBKL3	RAPGEF2
MOBKL3	RB1CC1
MOBKL3	SCMH1
MOBKL3	SETDB1
MOBKL3	SIKE1
MOBKL3	SLMAP
MOBKL3	STK24
